Screen,Goal,Exam,Exam_tagged,Is_exam_tagged_correct,Subject,Subject_tagged,Is_subject_tagged_correct,Video_id,Duration_given,Duration_display,Expected_duration_display,Is_duration_okay,Embium_coins,Is_title_present,Is_description_less_150_character_range,Image_url_present,Video_url_present,Teaser_url_present,Status,Title,Description,Learn_path
Learn/home,SSC,SSC CHSL Tier-I,ssc chsl tier-i,Yes,All Subjects,Quantitative Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc chsl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/Quantitative Aptitude,SSC,SSC CHSL Tier-I,ssc chsl tier-i,Yes,Quantitative Aptitude,Quantitative Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc chsl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Intelligence,SSC,SSC CHSL Tier-I,ssc chsl tier-i,Yes,General Intelligence,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc chsl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Awareness,SSC,SSC CHSL Tier-I,ssc chsl tier-i,Yes,General Awareness,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc chsl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/English Language,SSC,SSC CHSL Tier-I,ssc chsl tier-i,Yes,English Language,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc chsl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home,SSC,SSC CGL Tier-I,ssc cgl tier-i,Yes,All Subjects,Quantitative Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc cgl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/Quantitative Aptitude,SSC,SSC CGL Tier-I,ssc cgl tier-i,Yes,Quantitative Aptitude,Quantitative Aptitude,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc cgl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Intelligence and Reasoning,SSC,SSC CGL Tier-I,ssc cgl tier-i,Yes,General Intelligence and Reasoning,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc cgl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/General Awareness,SSC,SSC CGL Tier-I,ssc cgl tier-i,Yes,General Awareness,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc cgl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home/English Comprehension,SSC,SSC CGL Tier-I,ssc cgl tier-i,Yes,English Comprehension,Quantitative Aptitude,No,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",ssc--ssc cgl tier-i--quantitative aptitude--arithmetic--progression and series--A.M. and G.M.
Learn/home,SSC,SSC,ssc,Yes,All Subjects,Reasoning,Yes,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statement,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical statements. Let's explore them in this video.",ssc--ssc--reasoning--analytical reasoning--mathematical reasoning--different binary operations
Learn/home/Reasoning,SSC,SSC,ssc,Yes,Reasoning,Reasoning,Yes,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statement,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical statements. Let's explore them in this video.",ssc--ssc--reasoning--analytical reasoning--mathematical reasoning--different binary operations
Learn/home/Quantitative Aptitude,SSC,SSC,ssc,Yes,Quantitative Aptitude,Reasoning,No,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statement,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical statements. Let's explore them in this video.",ssc--ssc--reasoning--analytical reasoning--mathematical reasoning--different binary operations
Learn/home/General Awareness,SSC,SSC,ssc,Yes,General Awareness,Reasoning,No,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statement,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical statements. Let's explore them in this video.",ssc--ssc--reasoning--analytical reasoning--mathematical reasoning--different binary operations
Learn/home/English Language,SSC,SSC,ssc,Yes,English Language,Reasoning,No,5913645.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Mathematical Statement,"We view math only as complicated equations and algorithms. But math, at its core, is about determining truth, at least for certain precise mathematical statements. Let's explore them in this video.",ssc--ssc--reasoning--analytical reasoning--mathematical reasoning--different binary operations
Learn/home,Teaching,CTET Paper 1,ctet paper 1,Yes,All Subjects,Mathematics,Yes,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,teaching--ctet paper 1--mathematics--mathematics--introduction of numbers--operations on numbers
Learn/home/हिंदी,Teaching,CTET Paper 1,ctet paper 1,Yes,हिंदी,Mathematics,No,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,teaching--ctet paper 1--mathematics--mathematics--introduction of numbers--operations on numbers
Learn/home/Mathematics,Teaching,CTET Paper 1,ctet paper 1,Yes,Mathematics,Mathematics,Yes,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,teaching--ctet paper 1--mathematics--mathematics--introduction of numbers--operations on numbers
Learn/home/Environmental Studies & Pedagogy,Teaching,CTET Paper 1,ctet paper 1,Yes,Environmental Studies & Pedagogy,Mathematics,No,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,teaching--ctet paper 1--mathematics--mathematics--introduction of numbers--operations on numbers
Learn/home/English,Teaching,CTET Paper 1,ctet paper 1,Yes,English,Mathematics,No,5914311.0,74.0,1 min 14 sec,1 mins 14 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Addition of Integers with the Help of Absolute Values,What does absolute value mean? And how to add two integers using the absolute value strategy? Watch the video to learn about it with simplified examples.,teaching--ctet paper 1--mathematics--mathematics--introduction of numbers--operations on numbers
Learn/home,Teaching,CTET Paper 2,ctet paper 2,Yes,All Subjects,Child Development & Pedagogy,Yes,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home/हिंदी,Teaching,CTET Paper 2,ctet paper 2,Yes,हिंदी,Child Development & Pedagogy,No,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home/Social Science,Teaching,CTET Paper 2,ctet paper 2,Yes,Social Science,Child Development & Pedagogy,No,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home/Science & Pedagogy,Teaching,CTET Paper 2,ctet paper 2,Yes,Science & Pedagogy,Child Development & Pedagogy,No,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home/Mathematics,Teaching,CTET Paper 2,ctet paper 2,Yes,Mathematics,Child Development & Pedagogy,No,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home/English,Teaching,CTET Paper 2,ctet paper 2,Yes,English,Child Development & Pedagogy,No,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home/Child Development & Pedagogy,Teaching,CTET Paper 2,ctet paper 2,Yes,Child Development & Pedagogy,Child Development & Pedagogy,Yes,5914251.0,177.0,2 min 57 sec,2 mins 57 sec,No,100.0,Yes,No,Yes,Yes,Yes,Published,Test for Divisibility by 3,"If the sum of the digits of a number is a number that you find in the 3 times table, then the number is divisible by 3. Learn more in this video.",teaching--ctet paper 2--mathematics--arithmetic--introduction of numbers--tests for divisibility
Learn/home,Defence,DRDO MTS Tier I,drdo mts tier i,Yes,All Subjects,Quantitative Aptitude & Numerical Ability,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",defence--drdo mts tier i--quantitative aptitude & numerical ability--arithmetic--progression and series--A.M. and G.M.
Learn/home/Quantitative Aptitude & Numerical Ability,Defence,DRDO MTS Tier I,drdo mts tier i,Yes,Quantitative Aptitude & Numerical Ability,Quantitative Aptitude & Numerical Ability,Yes,5913578.0,159.0,2 min 39 sec,2 mins 39 sec,No,100.0,Yes,Yes,Yes,Yes,Yes,Published,Geometric Mean,"The geometric mean is a mean or average, which indicates the central tendency or typical value of a set of numbers by using the product of their values. Watch to learn more!",defence--drdo mts tier i--quantitative aptitude & numerical ability--arithmetic--progression and series--A.M. and G.M.
